,date,ADMIN0,ADMIN1,ADMIN2,CS
5563,2013-01-01,Ethiopia,SNNPR,Sheka,1.0
4502,2013-01-01,Ethiopia,SNNPR,Sidama,2.0
4503,2013-01-01,Ethiopia,Somali,Afder,2.0
4504,2013-01-01,Ethiopia,SNNPR,Alaba,2.0
5566,2013-01-01,Ethiopia,Oromia,Arsi,1.0
5568,2013-01-01,Ethiopia,SNNPR,Basketo,1.0
5569,2013-01-01,Ethiopia,SNNPR,Bench Maji,1.0
3360,2013-01-01,Ethiopia,Tigray,Central Tigray,2.0
5571,2013-01-01,Ethiopia,SNNPR,Dawro,1.0
6428,2013-01-01,Ethiopia,Dire Dawa,Dire Dawa,3.0
5572,2013-01-01,Ethiopia,Amhara,East Gojam,1.0
5573,2013-01-01,Ethiopia,Oromia,East Shewa,1.0
4511,2013-01-01,Ethiopia,SNNPR,Gamo Gofa,2.0
5578,2013-01-01,Ethiopia,SNNPR,Gurage,1.0
3367,2013-01-01,Ethiopia,Oromia,Horo Guduru,2.0
5581,2013-01-01,Ethiopia,Oromia,Jimma,1.0
3370,2013-01-01,Ethiopia,SNNPR,Kembata Tembaro,2.0
5582,2013-01-01,Ethiopia,SNNPR,Keffa,1.0
5584,2013-01-01,Ethiopia,SNNPR,Konta,1.0
5585,2013-01-01,Ethiopia,Gambela,Mezhenger,1.0
5586,2013-01-01,Ethiopia,Amhara,North Shewa,1.0
3378,2013-01-01,Ethiopia,Amhara,Oromia,2.0
5589,2013-01-01,Ethiopia,Amhara,South Gondar,1.0
3381,2013-01-01,Ethiopia,SNNPR,South Omo,2.0
3382,2013-01-01,Ethiopia,Amhara,South Wollo,2.0
3384,2013-01-01,Ethiopia,Amhara,Argoba,2.0
6436,2013-01-01,Ethiopia,Amhara,Wag Himra,3.0
5593,2013-01-01,Ethiopia,Oromia,West Arsi,1.0
5596,2013-01-01,Ethiopia,Oromia,West Shewa,1.0
5598,2013-01-01,Ethiopia,Tigray,West Tigray,1.0
4525,2013-01-01,Ethiopia,SNNPR,Wolayita,2.0
5600,2013-01-01,Ethiopia,SNNPR,Yem,1.0
3394,2013-01-01,Ethiopia,Afar,Gabi,2.0
3396,2013-01-01,Ethiopia,Afar,Khari,2.0
5602,2013-01-01,Ethiopia,Tigray,Northwest Tigray,1.0
5607,2013-01-01,Ethiopia,Benshangul Gumuz,Asosa,1.0
5611,2013-01-01,Ethiopia,Oromia,South West Shewa,1.0
3407,2013-01-01,Ethiopia,SNNPR,Hadiya,2.0
4534,2013-01-01,Ethiopia,SNNPR,Silltie,2.0
6429,2013-01-01,Ethiopia,Harari,Harari,3.0
5612,2013-01-01,Ethiopia,Amhara,North Gondar,1.0
5594,2013-01-01,Ethiopia,Amhara,West Gojam,1.0
5567,2013-01-01,Ethiopia,Amhara,Awi,1.0
5605,2013-01-01,Ethiopia,Benshangul Gumuz,Pawe,1.0
6952,2013-01-01,Ethiopia,Addis Ababa,Region 14,99.0
4242,2010-07-01,Ethiopia,SNNPR,Segen,2.0
4243,2010-07-01,Ethiopia,Oromia,Bale,2.0
4245,2010-07-01,Ethiopia,Oromia,Borena,2.0
4254,2010-07-01,Ethiopia,Somali,Jarar,2.0
4372,2010-07-01,Ethiopia,Oromia,East Wellega,1.0
4260,2010-07-01,Ethiopia,SNNPR,Gedeo,2.0
4375,2010-07-01,Ethiopia,Oromia,Gujii,1.0
4379,2010-07-01,Ethiopia,Oromia,Ilubabor,1.0
4265,2010-07-01,Ethiopia,Somali,Fafan,2.0
4382,2010-07-01,Ethiopia,Oromia,Kelem,1.0
4271,2010-07-01,Ethiopia,Somali,Korahe,2.0
4272,2010-07-01,Ethiopia,Somali,Liben,2.0
4275,2010-07-01,Ethiopia,Amhara,North Wollo,2.0
3963,2010-07-01,Ethiopia,Gambela,Nuer,3.0
4278,2010-07-01,Ethiopia,Somali,Sitti,2.0
3969,2010-07-01,Ethiopia,Tigray,South Tigray,3.0
3972,2010-07-01,Ethiopia,Oromia,West Hararge,3.0
4392,2010-07-01,Ethiopia,Oromia,West Wellega,1.0
4292,2010-07-01,Ethiopia,Afar,Awusi,2.0
3977,2010-07-01,Ethiopia,Afar,Fanti,3.0
4296,2010-07-01,Ethiopia,Somali,Shebelle,2.0
3981,2010-07-01,Ethiopia,Gambela,Itang,3.0
4396,2010-07-01,Ethiopia,Benshangul Gumuz,Mao-Komo,1.0
3983,2010-07-01,Ethiopia,Gambela,Agniwak,3.0
3985,2010-07-01,Ethiopia,Oromia,East Hararge,3.0
3986,2010-07-01,Ethiopia,Tigray,East Tigray,3.0
4401,2010-07-01,Ethiopia,Benshangul Gumuz,Kemashi,1.0
4402,2010-07-01,Ethiopia,Benshangul Gumuz,Metekel,1.0
3989,2010-07-01,Ethiopia,Afar,Kilbati,3.0
4308,2010-07-01,Ethiopia,Somali,Nogob,2.0
4310,2010-07-01,Ethiopia,Somali,Dollo,2.0
4362,2010-07-01,Ethiopia,SNNPR,Sheka,1.0
4246,2010-07-01,Ethiopia,SNNPR,Sidama,2.0
4247,2010-07-01,Ethiopia,Somali,Afder,2.0
3941,2010-07-01,Ethiopia,SNNPR,Alaba,3.0
4249,2010-07-01,Ethiopia,Oromia,Arsi,2.0
4250,2010-07-01,Ethiopia,SNNPR,Basketo,2.0
4368,2010-07-01,Ethiopia,SNNPR,Bench Maji,1.0
3944,2010-07-01,Ethiopia,Tigray,Central Tigray,3.0
4253,2010-07-01,Ethiopia,SNNPR,Dawro,2.0
6752,2010-07-01,Ethiopia,Dire Dawa,Dire Dawa,99.0
4370,2010-07-01,Ethiopia,Amhara,East Gojam,1.0
3948,2010-07-01,Ethiopia,Oromia,East Shewa,3.0
3949,2010-07-01,Ethiopia,SNNPR,Gamo Gofa,3.0
4262,2010-07-01,Ethiopia,SNNPR,Gurage,2.0
4378,2010-07-01,Ethiopia,Oromia,Horo Guduru,1.0
4380,2010-07-01,Ethiopia,Oromia,Jimma,1.0
4267,2010-07-01,Ethiopia,SNNPR,Kembata Tembaro,2.0
4381,2010-07-01,Ethiopia,SNNPR,Keffa,1.0
4270,2010-07-01,Ethiopia,SNNPR,Konta,2.0
4384,2010-07-01,Ethiopia,Gambela,Mezhenger,1.0
3961,2010-07-01,Ethiopia,Amhara,North Shewa,3.0
4277,2010-07-01,Ethiopia,Amhara,Oromia,2.0
4386,2010-07-01,Ethiopia,Amhara,South Gondar,1.0
4280,2010-07-01,Ethiopia,SNNPR,South Omo,2.0
4281,2010-07-01,Ethiopia,Amhara,South Wollo,2.0
4283,2010-07-01,Ethiopia,Amhara,Argoba,2.0
3970,2010-07-01,Ethiopia,Amhara,Wag Himra,3.0
4389,2010-07-01,Ethiopia,Oromia,West Arsi,1.0
4287,2010-07-01,Ethiopia,Oromia,West Shewa,2.0
4393,2010-07-01,Ethiopia,Tigray,West Tigray,1.0
4290,2010-07-01,Ethiopia,SNNPR,Wolayita,2.0
4394,2010-07-01,Ethiopia,SNNPR,Yem,1.0
4293,2010-07-01,Ethiopia,Afar,Gabi,2.0
4295,2010-07-01,Ethiopia,Afar,Khari,2.0
4297,2010-07-01,Ethiopia,Tigray,Northwest Tigray,2.0
4301,2010-07-01,Ethiopia,Benshangul Gumuz,Asosa,2.0
4404,2010-07-01,Ethiopia,Oromia,South West Shewa,1.0
4307,2010-07-01,Ethiopia,SNNPR,Hadiya,2.0
3993,2010-07-01,Ethiopia,SNNPR,Silltie,3.0
4377,2010-07-01,Ethiopia,Harari,Harari,1.0
4405,2010-07-01,Ethiopia,Amhara,North Gondar,1.0
4390,2010-07-01,Ethiopia,Amhara,West Gojam,1.0
4366,2010-07-01,Ethiopia,Amhara,Awi,1.0
4397,2010-07-01,Ethiopia,Benshangul Gumuz,Pawe,1.0
6759,2010-07-01,Ethiopia,Addis Ababa,Region 14,99.0
4185,2009-07-01,Ethiopia,SNNPR,Segen,3.0
4186,2009-07-01,Ethiopia,Oromia,Bale,3.0
4187,2009-07-01,Ethiopia,Oromia,Borena,3.0
4716,2009-07-01,Ethiopia,Somali,Jarar,4.0
6174,2009-07-01,Ethiopia,Oromia,East Wellega,1.0
4201,2009-07-01,Ethiopia,SNNPR,Gedeo,3.0
4202,2009-07-01,Ethiopia,Oromia,Gujii,3.0
6180,2009-07-01,Ethiopia,Oromia,Ilubabor,1.0
4206,2009-07-01,Ethiopia,Somali,Fafan,3.0
6183,2009-07-01,Ethiopia,Oromia,Kelem,1.0
4718,2009-07-01,Ethiopia,Somali,Korahe,4.0
4209,2009-07-01,Ethiopia,Somali,Liben,3.0
4211,2009-07-01,Ethiopia,Amhara,North Wollo,3.0
4155,2009-07-01,Ethiopia,Gambela,Nuer,2.0
4214,2009-07-01,Ethiopia,Somali,Sitti,3.0
4218,2009-07-01,Ethiopia,Tigray,South Tigray,3.0
4222,2009-07-01,Ethiopia,Oromia,West Hararge,3.0
6193,2009-07-01,Ethiopia,Oromia,West Wellega,1.0
4227,2009-07-01,Ethiopia,Afar,Awusi,3.0
4229,2009-07-01,Ethiopia,Afar,Fanti,3.0
4721,2009-07-01,Ethiopia,Somali,Shebelle,4.0
4172,2009-07-01,Ethiopia,Gambela,Itang,2.0
6199,2009-07-01,Ethiopia,Benshangul Gumuz,Mao-Komo,1.0
4174,2009-07-01,Ethiopia,Gambela,Agniwak,2.0
4233,2009-07-01,Ethiopia,Oromia,East Hararge,3.0
4234,2009-07-01,Ethiopia,Tigray,East Tigray,3.0
6203,2009-07-01,Ethiopia,Benshangul Gumuz,Kemashi,1.0
6204,2009-07-01,Ethiopia,Benshangul Gumuz,Metekel,1.0
4237,2009-07-01,Ethiopia,Afar,Kilbati,3.0
4724,2009-07-01,Ethiopia,Somali,Nogob,4.0
4725,2009-07-01,Ethiopia,Somali,Dollo,4.0
6163,2009-07-01,Ethiopia,SNNPR,Sheka,1.0
4188,2009-07-01,Ethiopia,SNNPR,Sidama,3.0
4189,2009-07-01,Ethiopia,Somali,Afder,3.0
4190,2009-07-01,Ethiopia,SNNPR,Alaba,3.0
4191,2009-07-01,Ethiopia,Oromia,Arsi,3.0
6169,2009-07-01,Ethiopia,SNNPR,Basketo,1.0
4136,2009-07-01,Ethiopia,SNNPR,Bench Maji,2.0
4137,2009-07-01,Ethiopia,Tigray,Central Tigray,2.0
4138,2009-07-01,Ethiopia,SNNPR,Dawro,2.0
4139,2009-07-01,Ethiopia,Dire Dawa,Dire Dawa,2.0
6172,2009-07-01,Ethiopia,Amhara,East Gojam,1.0
6173,2009-07-01,Ethiopia,Oromia,East Shewa,1.0
4200,2009-07-01,Ethiopia,SNNPR,Gamo Gofa,3.0
4203,2009-07-01,Ethiopia,SNNPR,Gurage,3.0
6179,2009-07-01,Ethiopia,Oromia,Horo Guduru,1.0
6181,2009-07-01,Ethiopia,Oromia,Jimma,1.0
4208,2009-07-01,Ethiopia,SNNPR,Kembata Tembaro,3.0
6182,2009-07-01,Ethiopia,SNNPR,Keffa,1.0
6184,2009-07-01,Ethiopia,SNNPR,Konta,1.0
6185,2009-07-01,Ethiopia,Gambela,Mezhenger,1.0
4153,2009-07-01,Ethiopia,Amhara,North Shewa,2.0
4213,2009-07-01,Ethiopia,Amhara,Oromia,3.0
6187,2009-07-01,Ethiopia,Amhara,South Gondar,1.0
4216,2009-07-01,Ethiopia,SNNPR,South Omo,3.0
4217,2009-07-01,Ethiopia,Amhara,South Wollo,3.0
4219,2009-07-01,Ethiopia,Amhara,Argoba,3.0
4220,2009-07-01,Ethiopia,Amhara,Wag Himra,3.0
4221,2009-07-01,Ethiopia,Oromia,West Arsi,3.0
4164,2009-07-01,Ethiopia,Oromia,West Shewa,2.0
6194,2009-07-01,Ethiopia,Tigray,West Tigray,1.0
4225,2009-07-01,Ethiopia,SNNPR,Wolayita,3.0
6195,2009-07-01,Ethiopia,SNNPR,Yem,1.0
4169,2009-07-01,Ethiopia,Afar,Gabi,2.0
4230,2009-07-01,Ethiopia,Afar,Khari,3.0
4171,2009-07-01,Ethiopia,Tigray,Northwest Tigray,2.0
6202,2009-07-01,Ethiopia,Benshangul Gumuz,Asosa,1.0
6206,2009-07-01,Ethiopia,Oromia,South West Shewa,1.0
4239,2009-07-01,Ethiopia,SNNPR,Hadiya,3.0
4241,2009-07-01,Ethiopia,SNNPR,Silltie,3.0
4145,2009-07-01,Ethiopia,Harari,Harari,2.0
6207,2009-07-01,Ethiopia,Amhara,North Gondar,1.0
6191,2009-07-01,Ethiopia,Amhara,West Gojam,1.0
6168,2009-07-01,Ethiopia,Amhara,Awi,1.0
6200,2009-07-01,Ethiopia,Benshangul Gumuz,Pawe,1.0
6647,2009-07-01,Ethiopia,Addis Ababa,Region 14,99.0
4602,2018-12-01,Ethiopia,SNNPR,Segen,99.0
4603,2018-12-01,Ethiopia,Oromia,Bale,99.0
4605,2018-12-01,Ethiopia,Oromia,Borena,99.0
4615,2018-12-01,Ethiopia,Somali,Jarar,99.0
4619,2018-12-01,Ethiopia,Oromia,East Wellega,99.0
4621,2018-12-01,Ethiopia,SNNPR,Gedeo,99.0
4622,2018-12-01,Ethiopia,Oromia,Gujii,99.0
4626,2018-12-01,Ethiopia,Oromia,Ilubabor,99.0
4627,2018-12-01,Ethiopia,Somali,Fafan,99.0
4631,2018-12-01,Ethiopia,Oromia,Kelem,99.0
4633,2018-12-01,Ethiopia,Somali,Korahe,99.0
4634,2018-12-01,Ethiopia,Somali,Liben,99.0
4637,2018-12-01,Ethiopia,Amhara,North Wollo,99.0
4638,2018-12-01,Ethiopia,Gambela,Nuer,99.0
4640,2018-12-01,Ethiopia,Somali,Sitti,99.0
4644,2018-12-01,Ethiopia,Tigray,South Tigray,99.0
4649,2018-12-01,Ethiopia,Oromia,West Hararge,99.0
4651,2018-12-01,Ethiopia,Oromia,West Wellega,99.0
4655,2018-12-01,Ethiopia,Afar,Awusi,99.0
4657,2018-12-01,Ethiopia,Afar,Fanti,99.0
4659,2018-12-01,Ethiopia,Somali,Shebelle,99.0
4661,2018-12-01,Ethiopia,Gambela,Itang,99.0
4662,2018-12-01,Ethiopia,Benshangul Gumuz,Mao-Komo,99.0
4664,2018-12-01,Ethiopia,Gambela,Agniwak,99.0
4666,2018-12-01,Ethiopia,Oromia,East Hararge,99.0
4667,2018-12-01,Ethiopia,Tigray,East Tigray,99.0
4668,2018-12-01,Ethiopia,Benshangul Gumuz,Kemashi,99.0
4669,2018-12-01,Ethiopia,Benshangul Gumuz,Metekel,99.0
4672,2018-12-01,Ethiopia,Afar,Kilbati,99.0
4675,2018-12-01,Ethiopia,Somali,Nogob,99.0
4677,2018-12-01,Ethiopia,Somali,Dollo,99.0
4604,2018-12-01,Ethiopia,SNNPR,Sheka,99.0
4606,2018-12-01,Ethiopia,SNNPR,Sidama,99.0
4607,2018-12-01,Ethiopia,Somali,Afder,99.0
4608,2018-12-01,Ethiopia,SNNPR,Alaba,99.0
4609,2018-12-01,Ethiopia,Oromia,Arsi,99.0
4611,2018-12-01,Ethiopia,SNNPR,Basketo,99.0
4612,2018-12-01,Ethiopia,SNNPR,Bench Maji,99.0
4613,2018-12-01,Ethiopia,Tigray,Central Tigray,99.0
4614,2018-12-01,Ethiopia,SNNPR,Dawro,99.0
4616,2018-12-01,Ethiopia,Dire Dawa,Dire Dawa,99.0
4617,2018-12-01,Ethiopia,Amhara,East Gojam,99.0
4618,2018-12-01,Ethiopia,Oromia,East Shewa,99.0
4620,2018-12-01,Ethiopia,SNNPR,Gamo Gofa,99.0
4623,2018-12-01,Ethiopia,SNNPR,Gurage,99.0
4625,2018-12-01,Ethiopia,Oromia,Horo Guduru,99.0
4628,2018-12-01,Ethiopia,Oromia,Jimma,99.0
4629,2018-12-01,Ethiopia,SNNPR,Kembata Tembaro,99.0
4630,2018-12-01,Ethiopia,SNNPR,Keffa,99.0
4632,2018-12-01,Ethiopia,SNNPR,Konta,99.0
4635,2018-12-01,Ethiopia,Gambela,Mezhenger,99.0
4636,2018-12-01,Ethiopia,Amhara,North Shewa,99.0
4639,2018-12-01,Ethiopia,Amhara,Oromia,99.0
4641,2018-12-01,Ethiopia,Amhara,South Gondar,99.0
4642,2018-12-01,Ethiopia,SNNPR,South Omo,99.0
4643,2018-12-01,Ethiopia,Amhara,South Wollo,99.0
4645,2018-12-01,Ethiopia,Amhara,Argoba,99.0
4646,2018-12-01,Ethiopia,Amhara,Wag Himra,99.0
4647,2018-12-01,Ethiopia,Oromia,West Arsi,99.0
4650,2018-12-01,Ethiopia,Oromia,West Shewa,99.0
4652,2018-12-01,Ethiopia,Tigray,West Tigray,99.0
4653,2018-12-01,Ethiopia,SNNPR,Wolayita,99.0
4654,2018-12-01,Ethiopia,SNNPR,Yem,99.0
4656,2018-12-01,Ethiopia,Afar,Gabi,99.0
4658,2018-12-01,Ethiopia,Afar,Khari,99.0
4660,2018-12-01,Ethiopia,Tigray,Northwest Tigray,99.0
4665,2018-12-01,Ethiopia,Benshangul Gumuz,Asosa,99.0
4671,2018-12-01,Ethiopia,Oromia,South West Shewa,99.0
4674,2018-12-01,Ethiopia,SNNPR,Hadiya,99.0
4676,2018-12-01,Ethiopia,SNNPR,Silltie,99.0
4624,2018-12-01,Ethiopia,Harari,Harari,99.0
4673,2018-12-01,Ethiopia,Amhara,North Gondar,99.0
4648,2018-12-01,Ethiopia,Amhara,West Gojam,99.0
4610,2018-12-01,Ethiopia,Amhara,Awi,99.0
4663,2018-12-01,Ethiopia,Benshangul Gumuz,Pawe,99.0
4670,2018-12-01,Ethiopia,Addis Ababa,Region 14,99.0
