,date,CS,ADMIN0,ADMIN1,ADMIN2
2872,2011-10-01,2.0,Ethiopia,Amhara,Argoba
2873,2011-10-01,2.0,Ethiopia,Amhara,Wag Himra
5744,2011-10-01,1.0,Ethiopia,Oromia,West Arsi
5747,2011-10-01,1.0,Ethiopia,Oromia,West Shewa
5749,2011-10-01,1.0,Ethiopia,Tigray,West Tigray
2877,2011-10-01,2.0,Ethiopia,SNNPR,Wolayita
2878,2011-10-01,2.0,Ethiopia,SNNPR,Yem
2880,2011-10-01,2.0,Ethiopia,Afar,Gabi
2882,2011-10-01,2.0,Ethiopia,Afar,Khari
2883,2011-10-01,2.0,Ethiopia,Tigray,Northwest Tigray
5759,2011-10-01,1.0,Ethiopia,Benshangul Gumuz,Asosa
5763,2011-10-01,1.0,Ethiopia,Oromia,South West Shewa
2895,2011-10-01,2.0,Ethiopia,SNNPR,Hadiya
2897,2011-10-01,2.0,Ethiopia,SNNPR,Silltie
5767,2011-10-01,1.0,Ethiopia,Oromia,North Shewa
6957,2011-10-01,99.0,Ethiopia,Harari,Harari
5764,2011-10-01,1.0,Ethiopia,Amhara,North Gondar
5745,2011-10-01,1.0,Ethiopia,Amhara,West Gojam
5721,2011-10-01,1.0,Ethiopia,Amhara,Awi
5757,2011-10-01,1.0,Ethiopia,Benshangul Gumuz,Pawe
6964,2011-10-01,99.0,Ethiopia,Addis Ababa,Region 14
2964,2014-01-01,1.0,Ethiopia,SNNPR,Segen
2965,2014-01-01,1.0,Ethiopia,Oromia,Bale
2967,2014-01-01,1.0,Ethiopia,Oromia,Borena
1483,2014-01-01,2.0,Ethiopia,Somali,Jarar
2981,2014-01-01,1.0,Ethiopia,Oromia,East Wellega
2983,2014-01-01,1.0,Ethiopia,SNNPR,Gedeo
2984,2014-01-01,1.0,Ethiopia,Oromia,Gujii
2988,2014-01-01,1.0,Ethiopia,Oromia,Ilubabor
1490,2014-01-01,2.0,Ethiopia,Somali,Fafan
2993,2014-01-01,1.0,Ethiopia,Oromia,Kelem
1495,2014-01-01,2.0,Ethiopia,Somali,Korahe
1496,2014-01-01,2.0,Ethiopia,Somali,Liben
2998,2014-01-01,1.0,Ethiopia,Amhara,North Wollo
2999,2014-01-01,1.0,Ethiopia,Gambela,Nuer
1500,2014-01-01,2.0,Ethiopia,Somali,Sitti
1504,2014-01-01,2.0,Ethiopia,Tigray,South Tigray
3010,2014-01-01,1.0,Ethiopia,Oromia,West Hararge
3012,2014-01-01,1.0,Ethiopia,Oromia,West Wellega
1510,2014-01-01,2.0,Ethiopia,Afar,Awusi
1512,2014-01-01,2.0,Ethiopia,Afar,Fanti
1514,2014-01-01,2.0,Ethiopia,Somali,Shebelle
3021,2014-01-01,1.0,Ethiopia,Gambela,Itang
3022,2014-01-01,1.0,Ethiopia,Benshangul Gumuz,Mao-Komo
3024,2014-01-01,1.0,Ethiopia,Gambela,Agniwak
3026,2014-01-01,1.0,Ethiopia,Oromia,East Hararge
1519,2014-01-01,2.0,Ethiopia,Tigray,East Tigray
3028,2014-01-01,1.0,Ethiopia,Benshangul Gumuz,Kemashi
3029,2014-01-01,1.0,Ethiopia,Benshangul Gumuz,Metekel
7058,2014-01-01,3.0,Ethiopia,Afar,Kilbati
1523,2014-01-01,2.0,Ethiopia,Somali,Nogob
1525,2014-01-01,2.0,Ethiopia,Somali,Dollo
2966,2014-01-01,1.0,Ethiopia,SNNPR,Sheka
1475,2014-01-01,2.0,Ethiopia,SNNPR,Sidama
1476,2014-01-01,2.0,Ethiopia,Somali,Afder
1477,2014-01-01,2.0,Ethiopia,SNNPR,Alaba
2971,2014-01-01,1.0,Ethiopia,Oromia,Arsi
2973,2014-01-01,1.0,Ethiopia,SNNPR,Basketo
2974,2014-01-01,1.0,Ethiopia,SNNPR,Bench Maji
1481,2014-01-01,2.0,Ethiopia,Tigray,Central Tigray
2976,2014-01-01,1.0,Ethiopia,SNNPR,Dawro
2978,2014-01-01,1.0,Ethiopia,Dire Dawa,Dire Dawa
2979,2014-01-01,1.0,Ethiopia,Amhara,East Gojam
2980,2014-01-01,1.0,Ethiopia,Oromia,East Shewa
2982,2014-01-01,1.0,Ethiopia,SNNPR,Gamo Gofa
2985,2014-01-01,1.0,Ethiopia,SNNPR,Gurage
2987,2014-01-01,1.0,Ethiopia,Oromia,Horo Guduru
2990,2014-01-01,1.0,Ethiopia,Oromia,Jimma
2991,2014-01-01,1.0,Ethiopia,SNNPR,Kembata Tembaro
2992,2014-01-01,1.0,Ethiopia,SNNPR,Keffa
2994,2014-01-01,1.0,Ethiopia,SNNPR,Konta
2996,2014-01-01,1.0,Ethiopia,Gambela,Mezhenger
2997,2014-01-01,1.0,Ethiopia,Amhara,North Shewa
3000,2014-01-01,1.0,Ethiopia,Amhara,Oromia
3002,2014-01-01,1.0,Ethiopia,Amhara,South Gondar
1502,2014-01-01,2.0,Ethiopia,SNNPR,South Omo
3004,2014-01-01,1.0,Ethiopia,Amhara,South Wollo
3006,2014-01-01,1.0,Ethiopia,Amhara,Argoba
1505,2014-01-01,2.0,Ethiopia,Amhara,Wag Himra
3008,2014-01-01,1.0,Ethiopia,Oromia,West Arsi
3011,2014-01-01,1.0,Ethiopia,Oromia,West Shewa
3013,2014-01-01,1.0,Ethiopia,Tigray,West Tigray
3014,2014-01-01,1.0,Ethiopia,SNNPR,Wolayita
3015,2014-01-01,1.0,Ethiopia,SNNPR,Yem
1511,2014-01-01,2.0,Ethiopia,Afar,Gabi
1513,2014-01-01,2.0,Ethiopia,Afar,Khari
3020,2014-01-01,1.0,Ethiopia,Tigray,Northwest Tigray
3025,2014-01-01,1.0,Ethiopia,Benshangul Gumuz,Asosa
3031,2014-01-01,1.0,Ethiopia,Oromia,South West Shewa
3034,2014-01-01,1.0,Ethiopia,SNNPR,Hadiya
1524,2014-01-01,2.0,Ethiopia,SNNPR,Silltie
3037,2014-01-01,1.0,Ethiopia,Oromia,North Shewa
2986,2014-01-01,1.0,Ethiopia,Harari,Harari
3033,2014-01-01,1.0,Ethiopia,Amhara,North Gondar
3009,2014-01-01,1.0,Ethiopia,Amhara,West Gojam
2972,2014-01-01,1.0,Ethiopia,Amhara,Awi
3023,2014-01-01,1.0,Ethiopia,Benshangul Gumuz,Pawe
6882,2014-01-01,99.0,Ethiopia,Addis Ababa,Region 14
3743,2012-07-01,3.0,Ethiopia,SNNPR,Segen
4410,2012-07-01,3.0,Ethiopia,Oromia,Bale
1528,2012-07-01,2.0,Ethiopia,Oromia,Borena
4419,2012-07-01,3.0,Ethiopia,Somali,Jarar
5465,2012-07-01,1.0,Ethiopia,Oromia,East Wellega
4424,2012-07-01,3.0,Ethiopia,SNNPR,Gedeo
1534,2012-07-01,2.0,Ethiopia,Oromia,Gujii
5471,2012-07-01,1.0,Ethiopia,Oromia,Ilubabor
4428,2012-07-01,3.0,Ethiopia,Somali,Fafan
5474,2012-07-01,1.0,Ethiopia,Oromia,Kelem
4432,2012-07-01,3.0,Ethiopia,Somali,Korahe
4433,2012-07-01,3.0,Ethiopia,Somali,Liben
3759,2012-07-01,3.0,Ethiopia,Amhara,North Wollo
5478,2012-07-01,1.0,Ethiopia,Gambela,Nuer
4438,2012-07-01,3.0,Ethiopia,Somali,Sitti
3159,2012-07-01,2.0,Ethiopia,Tigray,South Tigray
4445,2012-07-01,3.0,Ethiopia,Oromia,West Hararge
5485,2012-07-01,1.0,Ethiopia,Oromia,West Wellega
4447,2012-07-01,3.0,Ethiopia,Afar,Awusi
3170,2012-07-01,2.0,Ethiopia,Afar,Fanti
4450,2012-07-01,3.0,Ethiopia,Somali,Shebelle
5489,2012-07-01,1.0,Ethiopia,Gambela,Itang
5490,2012-07-01,1.0,Ethiopia,Benshangul Gumuz,Mao-Komo
5492,2012-07-01,1.0,Ethiopia,Gambela,Agniwak
4454,2012-07-01,3.0,Ethiopia,Oromia,East Hararge
3177,2012-07-01,2.0,Ethiopia,Tigray,East Tigray
5494,2012-07-01,1.0,Ethiopia,Benshangul Gumuz,Kemashi
5495,2012-07-01,1.0,Ethiopia,Benshangul Gumuz,Metekel
3179,2012-07-01,2.0,Ethiopia,Afar,Kilbati
4460,2012-07-01,3.0,Ethiopia,Somali,Nogob
4462,2012-07-01,3.0,Ethiopia,Somali,Dollo
5457,2012-07-01,1.0,Ethiopia,SNNPR,Sheka
4412,2012-07-01,3.0,Ethiopia,SNNPR,Sidama
4413,2012-07-01,3.0,Ethiopia,Somali,Afder
4414,2012-07-01,3.0,Ethiopia,SNNPR,Alaba
3132,2012-07-01,2.0,Ethiopia,Oromia,Arsi
3134,2012-07-01,2.0,Ethiopia,SNNPR,Basketo
5461,2012-07-01,1.0,Ethiopia,SNNPR,Bench Maji
3136,2012-07-01,2.0,Ethiopia,Tigray,Central Tigray
5462,2012-07-01,1.0,Ethiopia,SNNPR,Dawro
6620,2012-07-01,99.0,Ethiopia,Dire Dawa,Dire Dawa
5463,2012-07-01,1.0,Ethiopia,Amhara,East Gojam
5464,2012-07-01,1.0,Ethiopia,Oromia,East Shewa
3753,2012-07-01,3.0,Ethiopia,SNNPR,Gamo Gofa
3144,2012-07-01,2.0,Ethiopia,SNNPR,Gurage
5470,2012-07-01,1.0,Ethiopia,Oromia,Horo Guduru
5472,2012-07-01,1.0,Ethiopia,Oromia,Jimma
3756,2012-07-01,3.0,Ethiopia,SNNPR,Kembata Tembaro
5473,2012-07-01,1.0,Ethiopia,SNNPR,Keffa
5475,2012-07-01,1.0,Ethiopia,SNNPR,Konta
5476,2012-07-01,1.0,Ethiopia,Gambela,Mezhenger
3151,2012-07-01,2.0,Ethiopia,Amhara,North Shewa
3154,2012-07-01,2.0,Ethiopia,Amhara,Oromia
3156,2012-07-01,2.0,Ethiopia,Amhara,South Gondar
4439,2012-07-01,3.0,Ethiopia,SNNPR,South Omo
3158,2012-07-01,2.0,Ethiopia,Amhara,South Wollo
3160,2012-07-01,2.0,Ethiopia,Amhara,Argoba
3764,2012-07-01,3.0,Ethiopia,Amhara,Wag Himra
3162,2012-07-01,2.0,Ethiopia,Oromia,West Arsi
3165,2012-07-01,2.0,Ethiopia,Oromia,West Shewa
5486,2012-07-01,1.0,Ethiopia,Tigray,West Tigray
3766,2012-07-01,3.0,Ethiopia,SNNPR,Wolayita
5487,2012-07-01,1.0,Ethiopia,SNNPR,Yem
3169,2012-07-01,2.0,Ethiopia,Afar,Gabi
3171,2012-07-01,2.0,Ethiopia,Afar,Khari
3173,2012-07-01,2.0,Ethiopia,Tigray,Northwest Tigray
5493,2012-07-01,1.0,Ethiopia,Benshangul Gumuz,Asosa
5497,2012-07-01,1.0,Ethiopia,Oromia,South West Shewa
3775,2012-07-01,3.0,Ethiopia,SNNPR,Hadiya
4461,2012-07-01,3.0,Ethiopia,SNNPR,Silltie
4463,2012-07-01,3.0,Ethiopia,Oromia,North Shewa
6622,2012-07-01,99.0,Ethiopia,Harari,Harari
5498,2012-07-01,1.0,Ethiopia,Amhara,North Gondar
5483,2012-07-01,1.0,Ethiopia,Amhara,West Gojam
5460,2012-07-01,1.0,Ethiopia,Amhara,Awi
5491,2012-07-01,1.0,Ethiopia,Benshangul Gumuz,Pawe
6627,2012-07-01,99.0,Ethiopia,Addis Ababa,Region 14
1541,2018-02-01,2.0,Ethiopia,SNNPR,Segen
4918,2018-02-01,3.0,Ethiopia,Oromia,Bale
4919,2018-02-01,3.0,Ethiopia,Oromia,Borena
4938,2018-02-01,3.0,Ethiopia,Somali,Jarar
5087,2018-02-01,1.0,Ethiopia,Oromia,East Wellega
1556,2018-02-01,2.0,Ethiopia,SNNPR,Gedeo
1557,2018-02-01,2.0,Ethiopia,Oromia,Gujii
5092,2018-02-01,1.0,Ethiopia,Oromia,Ilubabor
1560,2018-02-01,2.0,Ethiopia,Somali,Fafan
5096,2018-02-01,1.0,Ethiopia,Oromia,Kelem
6888,2018-02-01,99.0,Ethiopia,Somali,Korahe
4925,2018-02-01,3.0,Ethiopia,Somali,Liben
5101,2018-02-01,1.0,Ethiopia,Amhara,North Wollo
5102,2018-02-01,1.0,Ethiopia,Gambela,Nuer
1568,2018-02-01,2.0,Ethiopia,Somali,Sitti
5108,2018-02-01,1.0,Ethiopia,Tigray,South Tigray
1575,2018-02-01,2.0,Ethiopia,Oromia,West Hararge
5115,2018-02-01,1.0,Ethiopia,Oromia,West Wellega
1579,2018-02-01,2.0,Ethiopia,Afar,Awusi
1581,2018-02-01,2.0,Ethiopia,Afar,Fanti
4943,2018-02-01,3.0,Ethiopia,Somali,Shebelle
5124,2018-02-01,1.0,Ethiopia,Gambela,Itang
5125,2018-02-01,1.0,Ethiopia,Benshangul Gumuz,Mao-Komo
5127,2018-02-01,1.0,Ethiopia,Gambela,Agniwak
1588,2018-02-01,2.0,Ethiopia,Oromia,East Hararge
1589,2018-02-01,2.0,Ethiopia,Tigray,East Tigray
5131,2018-02-01,1.0,Ethiopia,Benshangul Gumuz,Kemashi
5132,2018-02-01,1.0,Ethiopia,Benshangul Gumuz,Metekel
1591,2018-02-01,2.0,Ethiopia,Afar,Kilbati
4934,2018-02-01,3.0,Ethiopia,Somali,Nogob
6890,2018-02-01,99.0,Ethiopia,Somali,Dollo
5073,2018-02-01,1.0,Ethiopia,SNNPR,Sheka
1544,2018-02-01,2.0,Ethiopia,SNNPR,Sidama
4937,2018-02-01,3.0,Ethiopia,Somali,Afder
1546,2018-02-01,2.0,Ethiopia,SNNPR,Alaba
5078,2018-02-01,1.0,Ethiopia,Oromia,Arsi
1548,2018-02-01,2.0,Ethiopia,SNNPR,Basketo
5081,2018-02-01,1.0,Ethiopia,SNNPR,Bench Maji
5082,2018-02-01,1.0,Ethiopia,Tigray,Central Tigray
1550,2018-02-01,2.0,Ethiopia,SNNPR,Dawro
1552,2018-02-01,2.0,Ethiopia,Dire Dawa,Dire Dawa
5085,2018-02-01,1.0,Ethiopia,Amhara,East Gojam
5086,2018-02-01,1.0,Ethiopia,Oromia,East Shewa
1555,2018-02-01,2.0,Ethiopia,SNNPR,Gamo Gofa
5089,2018-02-01,1.0,Ethiopia,SNNPR,Gurage
5091,2018-02-01,1.0,Ethiopia,Oromia,Horo Guduru
5093,2018-02-01,1.0,Ethiopia,Oromia,Jimma
1562,2018-02-01,2.0,Ethiopia,SNNPR,Kembata Tembaro
5095,2018-02-01,1.0,Ethiopia,SNNPR,Keffa
5097,2018-02-01,1.0,Ethiopia,SNNPR,Konta
5099,2018-02-01,1.0,Ethiopia,Gambela,Mezhenger
5100,2018-02-01,1.0,Ethiopia,Amhara,North Shewa
5103,2018-02-01,1.0,Ethiopia,Amhara,Oromia
5105,2018-02-01,1.0,Ethiopia,Amhara,South Gondar
1570,2018-02-01,2.0,Ethiopia,SNNPR,South Omo
5107,2018-02-01,1.0,Ethiopia,Amhara,South Wollo
5109,2018-02-01,1.0,Ethiopia,Amhara,Argoba
1573,2018-02-01,2.0,Ethiopia,Amhara,Wag Himra
5111,2018-02-01,1.0,Ethiopia,Oromia,West Arsi
5114,2018-02-01,1.0,Ethiopia,Oromia,West Shewa
5116,2018-02-01,1.0,Ethiopia,Tigray,West Tigray
1577,2018-02-01,2.0,Ethiopia,SNNPR,Wolayita
5117,2018-02-01,1.0,Ethiopia,SNNPR,Yem
1580,2018-02-01,2.0,Ethiopia,Afar,Gabi
1582,2018-02-01,2.0,Ethiopia,Afar,Khari
5123,2018-02-01,1.0,Ethiopia,Tigray,Northwest Tigray
5128,2018-02-01,1.0,Ethiopia,Benshangul Gumuz,Asosa
5134,2018-02-01,1.0,Ethiopia,Oromia,South West Shewa
1593,2018-02-01,2.0,Ethiopia,SNNPR,Hadiya
1594,2018-02-01,2.0,Ethiopia,SNNPR,Silltie
5139,2018-02-01,1.0,Ethiopia,Oromia,North Shewa
1559,2018-02-01,2.0,Ethiopia,Harari,Harari
5136,2018-02-01,1.0,Ethiopia,Amhara,North Gondar
5112,2018-02-01,1.0,Ethiopia,Amhara,West Gojam
5079,2018-02-01,1.0,Ethiopia,Amhara,Awi
5126,2018-02-01,1.0,Ethiopia,Benshangul Gumuz,Pawe
5133,2018-02-01,1.0,Ethiopia,Addis Ababa,Region 14
3690,2014-04-01,2.0,Ethiopia,SNNPR,Segen
1597,2014-04-01,2.0,Ethiopia,Oromia,Bale
1598,2014-04-01,2.0,Ethiopia,Oromia,Borena
3700,2014-04-01,2.0,Ethiopia,Somali,Jarar
5213,2014-04-01,1.0,Ethiopia,Oromia,East Wellega
5215,2014-04-01,1.0,Ethiopia,SNNPR,Gedeo
5216,2014-04-01,1.0,Ethiopia,Oromia,Gujii
5219,2014-04-01,1.0,Ethiopia,Oromia,Ilubabor
3708,2014-04-01,2.0,Ethiopia,Somali,Fafan
5222,2014-04-01,1.0,Ethiopia,Oromia,Kelem
3713,2014-04-01,2.0,Ethiopia,Somali,Korahe
3714,2014-04-01,2.0,Ethiopia,Somali,Liben
1614,2014-04-01,2.0,Ethiopia,Amhara,North Wollo
5227,2014-04-01,1.0,Ethiopia,Gambela,Nuer
3718,2014-04-01,2.0,Ethiopia,Somali,Sitti
6040,2014-04-01,3.0,Ethiopia,Tigray,South Tigray
1623,2014-04-01,2.0,Ethiopia,Oromia,West Hararge
5235,2014-04-01,1.0,Ethiopia,Oromia,West Wellega
3729,2014-04-01,2.0,Ethiopia,Afar,Awusi
3731,2014-04-01,2.0,Ethiopia,Afar,Fanti
3733,2014-04-01,2.0,Ethiopia,Somali,Shebelle
5240,2014-04-01,1.0,Ethiopia,Gambela,Itang
5241,2014-04-01,1.0,Ethiopia,Benshangul Gumuz,Mao-Komo
5243,2014-04-01,1.0,Ethiopia,Gambela,Agniwak
1632,2014-04-01,2.0,Ethiopia,Oromia,East Hararge
6051,2014-04-01,3.0,Ethiopia,Tigray,East Tigray
5245,2014-04-01,1.0,Ethiopia,Benshangul Gumuz,Kemashi
5246,2014-04-01,1.0,Ethiopia,Benshangul Gumuz,Metekel
6052,2014-04-01,3.0,Ethiopia,Afar,Kilbati
3739,2014-04-01,2.0,Ethiopia,Somali,Nogob
3741,2014-04-01,2.0,Ethiopia,Somali,Dollo
5201,2014-04-01,1.0,Ethiopia,SNNPR,Sheka
3693,2014-04-01,2.0,Ethiopia,SNNPR,Sidama
3694,2014-04-01,2.0,Ethiopia,Somali,Afder
3695,2014-04-01,2.0,Ethiopia,SNNPR,Alaba
5205,2014-04-01,1.0,Ethiopia,Oromia,Arsi
5207,2014-04-01,1.0,Ethiopia,SNNPR,Basketo
5208,2014-04-01,1.0,Ethiopia,SNNPR,Bench Maji
6029,2014-04-01,3.0,Ethiopia,Tigray,Central Tigray
5210,2014-04-01,1.0,Ethiopia,SNNPR,Dawro
1604,2014-04-01,2.0,Ethiopia,Dire Dawa,Dire Dawa
5211,2014-04-01,1.0,Ethiopia,Amhara,East Gojam
5212,2014-04-01,1.0,Ethiopia,Oromia,East Shewa
3704,2014-04-01,2.0,Ethiopia,SNNPR,Gamo Gofa
5217,2014-04-01,1.0,Ethiopia,SNNPR,Gurage
5218,2014-04-01,1.0,Ethiopia,Oromia,Horo Guduru
5220,2014-04-01,1.0,Ethiopia,Oromia,Jimma
3710,2014-04-01,2.0,Ethiopia,SNNPR,Kembata Tembaro
5221,2014-04-01,1.0,Ethiopia,SNNPR,Keffa
5223,2014-04-01,1.0,Ethiopia,SNNPR,Konta
5225,2014-04-01,1.0,Ethiopia,Gambela,Mezhenger
5226,2014-04-01,1.0,Ethiopia,Amhara,North Shewa
3717,2014-04-01,2.0,Ethiopia,Amhara,Oromia
3719,2014-04-01,2.0,Ethiopia,Amhara,South Gondar
3720,2014-04-01,2.0,Ethiopia,SNNPR,South Omo
6039,2014-04-01,3.0,Ethiopia,Amhara,South Wollo
3723,2014-04-01,2.0,Ethiopia,Amhara,Argoba
6041,2014-04-01,3.0,Ethiopia,Amhara,Wag Himra
1622,2014-04-01,2.0,Ethiopia,Oromia,West Arsi
5234,2014-04-01,1.0,Ethiopia,Oromia,West Shewa
5236,2014-04-01,1.0,Ethiopia,Tigray,West Tigray
3727,2014-04-01,2.0,Ethiopia,SNNPR,Wolayita
5237,2014-04-01,1.0,Ethiopia,SNNPR,Yem
3730,2014-04-01,2.0,Ethiopia,Afar,Gabi
3732,2014-04-01,2.0,Ethiopia,Afar,Khari
5239,2014-04-01,1.0,Ethiopia,Tigray,Northwest Tigray
5244,2014-04-01,1.0,Ethiopia,Benshangul Gumuz,Asosa
5248,2014-04-01,1.0,Ethiopia,Oromia,South West Shewa
3738,2014-04-01,2.0,Ethiopia,SNNPR,Hadiya
3740,2014-04-01,2.0,Ethiopia,SNNPR,Silltie
5252,2014-04-01,1.0,Ethiopia,Oromia,North Shewa
1610,2014-04-01,2.0,Ethiopia,Harari,Harari
5249,2014-04-01,1.0,Ethiopia,Amhara,North Gondar
5232,2014-04-01,1.0,Ethiopia,Amhara,West Gojam
5206,2014-04-01,1.0,Ethiopia,Amhara,Awi
5242,2014-04-01,1.0,Ethiopia,Benshangul Gumuz,Pawe
6868,2014-04-01,99.0,Ethiopia,Addis Ababa,Region 14
1640,2011-07-01,3.0,Ethiopia,SNNPR,Segen
4751,2011-07-01,4.0,Ethiopia,Oromia,Bale
4752,2011-07-01,4.0,Ethiopia,Oromia,Borena
1651,2011-07-01,3.0,Ethiopia,Somali,Jarar
6496,2011-07-01,1.0,Ethiopia,Oromia,East Wellega
1655,2011-07-01,3.0,Ethiopia,SNNPR,Gedeo
1656,2011-07-01,3.0,Ethiopia,Oromia,Gujii
6502,2011-07-01,1.0,Ethiopia,Oromia,Ilubabor
1659,2011-07-01,3.0,Ethiopia,Somali,Fafan
6505,2011-07-01,1.0,Ethiopia,Oromia,Kelem
4758,2011-07-01,4.0,Ethiopia,Somali,Korahe
4759,2011-07-01,4.0,Ethiopia,Somali,Liben
2804,2011-07-01,2.0,Ethiopia,Amhara,North Wollo
1668,2011-07-01,3.0,Ethiopia,Gambela,Nuer
1670,2011-07-01,3.0,Ethiopia,Somali,Sitti
1673,2011-07-01,3.0,Ethiopia,Tigray,South Tigray
1676,2011-07-01,3.0,Ethiopia,Oromia,West Hararge
6517,2011-07-01,1.0,Ethiopia,Oromia,West Wellega
1679,2011-07-01,3.0,Ethiopia,Afar,Awusi
1681,2011-07-01,3.0,Ethiopia,Afar,Fanti
4763,2011-07-01,4.0,Ethiopia,Somali,Shebelle
2825,2011-07-01,2.0,Ethiopia,Gambela,Itang
2826,2011-07-01,2.0,Ethiopia,Benshangul Gumuz,Mao-Komo
2827,2011-07-01,2.0,Ethiopia,Gambela,Agniwak
1686,2011-07-01,3.0,Ethiopia,Oromia,East Hararge
2830,2011-07-01,2.0,Ethiopia,Tigray,East Tigray
6525,2011-07-01,1.0,Ethiopia,Benshangul Gumuz,Kemashi
6526,2011-07-01,1.0,Ethiopia,Benshangul Gumuz,Metekel
1688,2011-07-01,3.0,Ethiopia,Afar,Kilbati
4765,2011-07-01,4.0,Ethiopia,Somali,Nogob
4766,2011-07-01,4.0,Ethiopia,Somali,Dollo
6488,2011-07-01,1.0,Ethiopia,SNNPR,Sheka
1643,2011-07-01,3.0,Ethiopia,SNNPR,Sidama
1644,2011-07-01,3.0,Ethiopia,Somali,Afder
1645,2011-07-01,3.0,Ethiopia,SNNPR,Alaba
1646,2011-07-01,3.0,Ethiopia,Oromia,Arsi
6491,2011-07-01,1.0,Ethiopia,SNNPR,Basketo
6492,2011-07-01,1.0,Ethiopia,SNNPR,Bench Maji
2784,2011-07-01,2.0,Ethiopia,Tigray,Central Tigray
2785,2011-07-01,2.0,Ethiopia,SNNPR,Dawro
2787,2011-07-01,2.0,Ethiopia,Dire Dawa,Dire Dawa
6494,2011-07-01,1.0,Ethiopia,Amhara,East Gojam
2789,2011-07-01,2.0,Ethiopia,Oromia,East Shewa
1654,2011-07-01,3.0,Ethiopia,SNNPR,Gamo Gofa
2794,2011-07-01,2.0,Ethiopia,SNNPR,Gurage
6501,2011-07-01,1.0,Ethiopia,Oromia,Horo Guduru
6503,2011-07-01,1.0,Ethiopia,Oromia,Jimma
1661,2011-07-01,3.0,Ethiopia,SNNPR,Kembata Tembaro
6504,2011-07-01,1.0,Ethiopia,SNNPR,Keffa
6506,2011-07-01,1.0,Ethiopia,SNNPR,Konta
2802,2011-07-01,2.0,Ethiopia,Gambela,Mezhenger
2803,2011-07-01,2.0,Ethiopia,Amhara,North Shewa
2806,2011-07-01,2.0,Ethiopia,Amhara,Oromia
2808,2011-07-01,2.0,Ethiopia,Amhara,South Gondar
1672,2011-07-01,3.0,Ethiopia,SNNPR,South Omo
2810,2011-07-01,2.0,Ethiopia,Amhara,South Wollo
2812,2011-07-01,2.0,Ethiopia,Amhara,Argoba
1674,2011-07-01,3.0,Ethiopia,Amhara,Wag Himra
1675,2011-07-01,3.0,Ethiopia,Oromia,West Arsi
2816,2011-07-01,2.0,Ethiopia,Oromia,West Shewa
6518,2011-07-01,1.0,Ethiopia,Tigray,West Tigray
1677,2011-07-01,3.0,Ethiopia,SNNPR,Wolayita
6519,2011-07-01,1.0,Ethiopia,SNNPR,Yem
1680,2011-07-01,3.0,Ethiopia,Afar,Gabi
1682,2011-07-01,3.0,Ethiopia,Afar,Khari
2824,2011-07-01,2.0,Ethiopia,Tigray,Northwest Tigray
2828,2011-07-01,2.0,Ethiopia,Benshangul Gumuz,Asosa
6528,2011-07-01,1.0,Ethiopia,Oromia,South West Shewa
1690,2011-07-01,3.0,Ethiopia,SNNPR,Hadiya
2837,2011-07-01,2.0,Ethiopia,SNNPR,Silltie
2838,2011-07-01,2.0,Ethiopia,Oromia,North Shewa
6910,2011-07-01,99.0,Ethiopia,Harari,Harari
6529,2011-07-01,1.0,Ethiopia,Amhara,North Gondar
6515,2011-07-01,1.0,Ethiopia,Amhara,West Gojam
6490,2011-07-01,1.0,Ethiopia,Amhara,Awi
6522,2011-07-01,1.0,Ethiopia,Benshangul Gumuz,Pawe
6917,2011-07-01,99.0,Ethiopia,Addis Ababa,Region 14
3628,2016-10-01,1.0,Ethiopia,SNNPR,Segen
1787,2016-10-01,2.0,Ethiopia,Oromia,Bale
1788,2016-10-01,2.0,Ethiopia,Oromia,Borena
5911,2016-10-01,2.0,Ethiopia,Somali,Jarar
2057,2016-10-01,1.0,Ethiopia,Oromia,East Wellega
3636,2016-10-01,1.0,Ethiopia,SNNPR,Gedeo
2060,2016-10-01,1.0,Ethiopia,Oromia,Gujii
2063,2016-10-01,1.0,Ethiopia,Oromia,Ilubabor
5918,2016-10-01,2.0,Ethiopia,Somali,Fafan
2067,2016-10-01,1.0,Ethiopia,Oromia,Kelem
5920,2016-10-01,2.0,Ethiopia,Somali,Korahe
1801,2016-10-01,2.0,Ethiopia,Somali,Liben
2072,2016-10-01,1.0,Ethiopia,Amhara,North Wollo
2073,2016-10-01,1.0,Ethiopia,Gambela,Nuer
6730,2016-10-01,3.0,Ethiopia,Somali,Sitti
2078,2016-10-01,1.0,Ethiopia,Tigray,South Tigray
1805,2016-10-01,2.0,Ethiopia,Oromia,West Hararge
2084,2016-10-01,1.0,Ethiopia,Oromia,West Wellega
5935,2016-10-01,2.0,Ethiopia,Afar,Awusi
5937,2016-10-01,2.0,Ethiopia,Afar,Fanti
5939,2016-10-01,2.0,Ethiopia,Somali,Shebelle
2093,2016-10-01,1.0,Ethiopia,Gambela,Itang
2094,2016-10-01,1.0,Ethiopia,Benshangul Gumuz,Mao-Komo
2096,2016-10-01,1.0,Ethiopia,Gambela,Agniwak
1810,2016-10-01,2.0,Ethiopia,Oromia,East Hararge
2098,2016-10-01,1.0,Ethiopia,Tigray,East Tigray
2099,2016-10-01,1.0,Ethiopia,Benshangul Gumuz,Kemashi
2100,2016-10-01,1.0,Ethiopia,Benshangul Gumuz,Metekel
5948,2016-10-01,2.0,Ethiopia,Afar,Kilbati
